route,comparison_group,baseline_avg_fare,baseline_avg_distance,baseline_distance_2,baseline_num_carriers,baseline_hhi,baseline_hub_route,baseline_n_legacy_carriers,baseline_legacy_carrier_share,baseline_n_lcc_carriers,baseline_avg_delay,baseline_delay_15_rate,baseline_cancellation_rate,baseline_avg_scheduled_flights,baseline_avg_seat_capacity,baseline_load_factor,baseline_route_size
10397-11973,Control (Never-Treated Routes),229.1934101302107,352,352,2,5507.128397143169,1,1,65.92369927408781,0,9.188018177978384,18.001929944266195,1.156145443368714,486,45860,68.18796336676843,31271
10397-11977,Control (Never-Treated Routes),326.3001785714285,774,774,1,10000,1,0,0,0,18.15903057476274,28.18550614222418,0.5388614927514299,73,5082,86.26524990161354,4384
10397-11982,Control (Never-Treated Routes),240.0719736842105,803,803,1,10000,1,0,0,0,21.074421765839837,32.70074788167825,1.6949308569132797,172,12632,74.12127929069031,9363
10397-11986,Control (Never-Treated Routes),290.87528959225847,640,640,3,6110.775794875418,1,1,75.95526887751525,0,13.489214260553346,19.59875368384502,1.302220271377384,260,31890,89.45123863280025,28526
10397-11995,Control (Never-Treated Routes),226.4069819016533,306,306,3,7137.243752742969,1,1,82.92757889969103,0,10.1625661703002,17.749181708622487,0.6857043708718411,684,82925,74.54808561953573,61819
10397-11996,Control (Never-Treated Routes),213.7553233579915,153,153,3,4866.324549437118,1,1,65.2320107599193,0,10.28302537074993,15.531752042026362,1.0936465135558684,723,67975,78.75248253034204,53532
10397-12007,Control (Never-Treated Routes),285.2021052631579,241,241,1,10000,1,0,0,0,14.451831203234764,20.946855112540103,0.5388614927514299,251,12550,77.0597609561753,9671
10397-12191,Control (Never-Treated Routes),202.13911828287652,696,696,4,3313.227113972292,1,1,38.095998655010085,2,11.644885519071542,24.648226324368977,0.7903283829442214,1194,161222,73.78645594273733,118960
10397-12197,Control (Never-Treated Routes),254.36103064066847,780,780,1,10000,1,0,0,0,17.200345853076836,28.424475560299296,3.5265592080414123,554,36688,83.20159180113389,30525
10397-12217,Control (Never-Treated Routes),206.72850931842657,151,151,2,5855.5079909760425,1,1,70.68221447253705,0,9.937461796087126,15.859683179215663,0.6844219003205712,687,66267,69.23506420993859,45880
10397-12264,Treated (Future Entry Routes),237.29855138075587,534,534,4,5672.909198510335,1,1,72.95804410918963,0,11.068641320613393,14.880850150434153,1.6624569983694073,981,99234,75.34615152064816,74769
10397-12266,Treated (Future Entry Routes),247.44038862814946,689,689,3,4453.326418029089,1,1,59.397823508604006,0,11.865770635821647,20.279216949584093,1.397565630144092,1282,126006,76.2804945796232,96118
10397-12278,Control (Never-Treated Routes),328.22272456135966,782,782,2,5260.09524733438,1,1,38.59615750428001,0,14.580906097269676,25.142476397455837,0.8338467434888931,338,31515,83.40472790734572,26285
10397-12323,Control (Never-Treated Routes),300.45786056294037,377,377,2,5913.811873465734,1,1,28.624641833810887,0,11.202200658169902,20.080040375825362,0.5388614927514299,467,28865,84.63537155724926,24430
10397-12339,Treated (Future Entry Routes),187.7922990321258,432,432,2,6553.363555255956,1,1,77.8690110629706,1,9.627452158512934,18.82514747023318,0.5388614927514299,979,144600,82.20262793914246,118865
10397-12448,Control (Never-Treated Routes),342.4607953570668,341,341,2,5775.703704244799,1,1,69.69395471007283,0,8.108452479324434,16.648823358957422,0.5388614927514299,674,64919,77.41031131101835,50254
10397-12451,Control (Never-Treated Routes),165.84853798631303,270,270,2,7242.424930652654,1,1,83.48451082704251,1,7.738237432068185,15.007724807752709,0.7661342200241573,1317,215764,85.89152963423,185323
10397-12478,Control (Never-Treated Routes),218.92376530612233,760,760,1,10000,1,1,100,0,12.770950515459548,26.056521709310914,0.5388614927514299,483,74867,84.8531395674997,63527
10397-12889,Treated (Future Entry Routes),249.39745784979525,1747,1747,3,6088.933125573096,1,1,76.19157823436441,2,11.903832720973334,22.23623023989664,0.5388614927514299,1137,199730,88.69974465528463,177160
10397-12892,Treated (Future Entry Routes),297.5490929704465,1947,1947,3,7029.601060970753,1,1,82.97349874031316,2,11.731381936226724,25.487754255232296,0.78948805916747,1200,239506,91.64655582741142,219499
10397-12945,Control (Never-Treated Routes),245.99272992730758,304,304,3,3517.718074265421,1,1,33.41029118928746,0,9.137220026979449,15.011284835061264,1.75466696387605,652,43719,79.25844598458336,34651
10397-12951,Control (Never-Treated Routes),264.8787407407408,503,503,1,10000,1,0,0,0,11.392533285945087,19.342618306736686,0.5388614927514299,415,20915,87.08104231412862,18213
10397-12953,Treated (Future Entry Routes),215.0204367417813,762,762,4,5204.188691534385,1,1,68.95997474203872,2,12.700451755995754,24.208925329593473,1.7260399652484621,2504,320106,87.07240726509345,278724
10397-12992,Control (Never-Treated Routes),335.52071934832,453,453,2,9437.174629135572,1,1,97.10188228264117,0,10.334950254692025,15.669368856079569,1.8994057104385051,582,74879,71.51804911924572,53552
10397-13198,Treated (Future Entry Routes),208.6161338520156,692,692,2,6557.862468487894,1,1,77.9093395522708,1,10.164263208958001,16.904818922933206,0.5388614927514299,969,144757,80.57157857651099,116633
10397-13204,Treated (Future Entry Routes),168.86433168200082,404,404,3,6090.590653360946,1,1,75.51166089313139,2,8.835329172385647,17.601615994278006,0.5866855004032712,2095,357986,90.39543445833077,323603
10397-13230,Control (Never-Treated Routes),313.70744833416654,620,620,3,4488.737163390243,1,1,33.37267362687245,0,12.494899804741147,18.943190937124978,0.5388614927514299,412,26577,82.89122173307747,22030
10397-13232,Control (Never-Treated Routes),174.16185555787473,591,591,3,3479.8751215415023,1,1,41.23413978059017,2,12.090766996383653,21.583211695481907,0.6934209981610127,1295,181289,68.08024756052491,123422
10397-13244,Treated (Future Entry Routes),205.9285554715737,332,332,3,7912.305723695946,1,1,88.30762508193139,1,6.916945437022345,12.793744089366832,0.637578175870877,1029,145272,78.76603887879288,114425
10397-13277,Control (Never-Treated Routes),170.80857142857144,147,147,1,10000,1,0,0,0,11.649491542393841,17.050831727677966,0.9631896398518544,708,35441,65.32547050026804,23152
10397-13296,Control (Never-Treated Routes),240.67950980392143,952,952,1,10000,1,1,100,0,6.238972294043941,10.390460003321806,0.5388614927514299,145,21602,79.35376354041293,17142
10397-13303,Treated (Future Entry Routes),187.45229267998636,594,594,3,5961.002567010758,1,2,92.97711731751525,0,6.944383679832578,12.004785522044688,0.9667343533871269,1630,225496,86.12480930925605,194208
10397-13342,Treated (Future Entry Routes),176.59280029816213,669,669,2,5746.144324192093,1,1,69.31507603132968,1,8.809441256375957,17.34926564081024,0.8459239287800892,976,140198,77.77143753833865,109034
10397-13360,Control (Never-Treated Routes),193.5527947598253,442,442,1,10000,1,1,100,0,7.204785101925713,15.424942761942495,0.5388614927514299,350,52072,82.1477953602704,42776
10397-13367,Control (Never-Treated Routes),259.2618461668345,633,633,2,5304.859878407846,1,1,37.65374796936644,0,17.912604650797896,28.116672085250766,0.9148013423754903,267,23363,73.774772075504,17236
10397-13377,Control (Never-Treated Routes),338.4669230769231,448,448,1,10000,1,0,0,0,12.003121794898043,20.100187886176435,1.1376638879610108,339,16950,82.66076696165192,14011
10397-13422,Control (Never-Treated Routes),242.35444127341788,302,302,2,6243.108801357112,1,1,25.06900722637472,0,11.93860399105474,18.086818707479562,0.6901474231599021,667,43709,73.76741632158136,32243
10397-13485,Control (Never-Treated Routes),263.164623740044,707,707,2,5050.116236025666,1,1,55.00580842750027,0,17.133268325002177,24.58722895301467,0.9310183554965278,256,24144,78.4377070907886,18938
10397-13487,Treated (Future Entry Routes),248.81179464426114,907,907,3,6826.0921291906825,1,1,80.3134775520994,1,8.719247546697437,17.99342582527092,0.5388614927514299,1377,215090,84.41861546329443,181576
10397-13495,Treated (Future Entry Routes),167.02990885145914,425,425,2,6653.291593799733,1,1,78.7514486052419,1,8.039909525218473,13.706023924141242,0.7656188623659428,1322,206226,82.84794351827607,170854
10397-13577,Control (Never-Treated Routes),222.33002031950636,317,317,2,5106.473048949744,1,1,42.70366362652651,0,10.909129440092947,18.703560472525652,0.5388614927514299,465,34991,73.95044439998857,25876
10397-13795,Control (Never-Treated Routes),213.79171428571428,399,399,1,10000,1,0,0,0,9.72278974960778,16.151792972663674,1.0351394083841845,401,20185,72.08323012137726,14550
10397-13851,Control (Never-Treated Routes),222.95204885595766,761,761,3,6225.962633542579,1,1,76.67982696412717,1,8.80872719342392,15.73531219160246,0.8998723230763398,554,72966,72.550228873722,52937
10397-13871,Control (Never-Treated Routes),296.06647251120233,821,821,2,8039.830887228025,1,1,88.98609295138476,0,7.742469597524901,13.747217643459084,0.5388614927514299,422,54740,76.84508586043113,42065
10397-13930,Treated (Future Entry Routes),233.86957375578174,606,606,6,4892.510753322367,1,2,72.08479297076896,0,12.109921322209662,19.519097065366637,1.724397947997429,1670,183314,75.99201370326325,139304
10397-13931,Control (Never-Treated Routes),156.68694709232517,516,516,3,6067.877059796016,1,1,75.87204086586667,2,8.201196372316224,15.727134226763717,0.6542017464999881,871,130396,72.66250498481548,94749
10397-14027,Control (Never-Treated Routes),174.96156224221812,545,545,3,7325.514491225016,1,1,84.47707561315552,2,11.324077567494172,21.84082177895573,0.5388614927514299,1060,166468,90.94180262873344,151389
10397-14057,Control (Never-Treated Routes),303.30833115713983,2172,2172,2,6625.47540089629,1,2,100,0,10.746714992615498,19.10304302579474,0.5388614927514299,380,63672,88.85538384219123,56576
10397-14098,Control (Never-Treated Routes),176.3264573991031,508,508,1,10000,1,0,0,0,10.565707838620458,19.136259541832196,0.7353251469753985,509,25450,81.93713163064832,20853
10397-14100,Treated (Future Entry Routes),222.09685343333206,666,666,3,5123.1476429791255,1,2,82.6864660728213,1,12.459093433106746,19.78251051083243,1.468229522491207,1603,224216,86.91975594962001,194888
10397-14107,Treated (Future Entry Routes),250.8149219712029,1587,1587,3,4247.694569013915,1,2,84.20698787817052,1,8.86724653168204,18.38051597483421,1.051156574718643,981,161298,91.29375441728975,147255
10397-14108,Control (Never-Treated Routes),280.2338554353378,565,565,2,7703.693279932241,1,0,0,0,16.63803333481262,22.697137364215227,1.3201114927514301,257,12865,78.6552662261951,10119
10397-14122,Treated (Future Entry Routes),192.0798924051479,526,526,2,6485.471041166666,1,1,77.25317450469454,1,6.213954259128343,11.466783766126595,0.5388614927514299,957,130253,74.24627455797564,96708
10397-14193,Control (Never-Treated Routes),180.67450704656568,271,271,2,7995.948662297162,1,1,88.70367335471636,1,8.48858777407371,15.237892402230264,0.5388614927514299,698,104374,81.84605361488492,85426
10397-14307,Treated (Future Entry Routes),253.25688741721842,903,903,1,10000,1,1,100,0,6.410059827200439,11.80955814655788,0.5388614927514299,262,38718,83.15253887080945,32195
10397-14321,Control (Never-Treated Routes),255.13466101694928,1027,1027,1,10000,1,1,100,0,8.316739989143759,15.89862697246881,0.5388614927514299,152,22646,79.87282522299743,18088
10397-14492,Treated (Future Entry Routes),170.4325723326078,356,356,3,6878.898181081923,1,1,80.70105580693816,1,6.950888229567303,13.407191282652553,0.5388614927514299,1366,209837,78.98988262317894,165750
10397-14524,Control (Never-Treated Routes),194.34397733992884,481,481,2,6161.621556205791,1,1,74.1000161432082,1,8.23659468440566,15.352567463256712,0.639667944364333,993,145256,76.76240568375833,111502
10397-14574,Control (Never-Treated Routes),317.36603806353924,357,357,2,5074.682545664964,1,1,43.88924940514817,0,9.854698434404687,16.59245217176248,1.7118820206106677,338,23893,77.39505294437701,18492
10397-14576,Control (Never-Treated Routes),247.82011764705868,749,749,1,10000,1,1,100,0,8.636982904123517,16.040327377327113,0.5388614927514299,260,41545,79.87242748826574,33183
10397-14635,Control (Never-Treated Routes),210.26431026364452,515,515,2,6056.507226514559,1,1,72.9837684738008,1,9.29853962908869,17.559349200574285,0.6394651144818124,996,154610,89.05956923872971,137695
10397-14679,Control (Never-Treated Routes),273.25628691204224,1892,1892,2,6902.743359684913,1,1,80.8443135738576,1,10.825705198778016,22.780874965332327,0.53886149275143,597,111104,90.78251008064517,100863
10397-14683,Treated (Future Entry Routes),202.54650383364927,874,874,2,5976.567014174589,1,1,72.097137984076,1,8.739617034698824,19.17704360227863,0.5388614927514299,955,153688,81.64007599812606,125471
10397-14685,Control (Never-Treated Routes),224.02861138798926,214,214,2,9297.050428131894,1,1,96.35218672366976,0,8.101242913120368,13.354767323346007,0.5388614927514299,858,116278,74.4293847503397,86545
10397-14696,Control (Never-Treated Routes),304.9133142005761,566,566,2,9028.504545813908,1,0,0,0,10.775186005370097,15.654191773800202,0.5388614927514299,253,12691,86.65195808052951,10997
10397-14730,Control (Never-Treated Routes),139.51181341529536,321,321,4,5844.890291431266,1,1,74.33519588884496,2,9.339397171414204,17.737357970807683,0.8536568757524794,953,133567,70.07644103708252,93599
10397-14747,Control (Never-Treated Routes),334.8665442270548,2182,2182,2,7666.492436223592,1,2,100,0,7.365288083517624,13.947628787350844,0.5388614927514299,559,108057,92.0060708700038,99419
10397-14771,Treated (Future Entry Routes),318.8205299001668,2139,2139,3,6384.814936835459,1,1,78.42600435624395,2,9.665737482878095,17.339729729361046,0.53886149275143,804,145488,90.88309688771584,132224
10397-14783,Control (Never-Treated Routes),259.399837398374,563,563,1,10000,1,0,0,0,14.217504719805031,21.769022349046992,1.1896207118403672,460,23000,80.69565217391305,18560
10397-14814,Control (Never-Treated Routes),352.852794117647,551,551,1,10000,1,0,0,0,14.090232953251533,21.22565129110934,0.6983511259252736,630,31515,80.25384737426621,25292
10397-14831,Treated (Future Entry Routes),343.51422619047617,2116,2116,1,10000,1,1,100,0,8.056213673354286,14.28208561908535,0.5388614927514299,71,11681,88.59686670661759,10349
10397-14869,Treated (Future Entry Routes),345.00225454545466,1590,1590,1,10000,1,1,100,0,7.837778877720082,14.31738432551275,0.8479805035705955,650,129389,93.1926207019144,120581
10397-14893,Control (Never-Treated Routes),350.86325779036827,2092,2092,1,10000,1,1,100,0,7.099803416944028,15.527506864506597,0.5388614927514299,157,26555,94.78440971568443,25170
10397-14908,Control (Never-Treated Routes),342.76750741839754,1919,1919,1,10000,1,1,100,0,6.1636210807616925,11.054572391572124,0.5388614927514299,270,49063,90.07806289872205,44195
10397-15016,Treated (Future Entry Routes),208.35368781076562,484,484,3,6221.892907753177,1,1,75.53198653198653,2,9.255325582832846,17.51130075139956,0.6362324761983628,1028,148953,79.75670177841333,118800
10397-15096,Control (Never-Treated Routes),283.6402625182699,794,794,2,7828.4091339270535,1,1,87.60591133004925,0,8.389795762906523,14.484644254479809,0.5388614927514299,271,35921,84.76935497341388,30450
10397-15249,Control (Never-Treated Routes),278.89018662254983,223,223,2,5020.645875645368,1,1,46.787067099567096,0,10.834599840501259,17.130994635141345,0.5388614927514299,698,52865,83.89671805542419,44352
10397-15323,Control (Never-Treated Routes),304.551380318229,227,227,2,6483.659444274592,1,1,22.763448784082534,0,10.494598198648024,18.002099344199387,1.0290575711828027,612,36039,75.30730597408363,27140
10397-15370,Control (Never-Treated Routes),340.826520377325,674,674,2,5051.278663471885,1,1,55.063529572930584,0,15.436082239300637,23.749344694900497,1.486728791329629,419,41198,70.87479974756056,29199
10397-15376,Control (Never-Treated Routes),313.22051643192486,1541,1541,1,10000,1,1,100,0,10.35049938764,21.996371333371066,0.5388614927514299,175,30344,84.27036646453995,25571
10397-15412,Control (Never-Treated Routes),177.48689384255036,152,152,3,3479.188200533396,1,1,37.58183845140367,0,10.74720781170982,16.72498622772974,0.912926330656667,805,62102,79.44188592959969,49335
10397-15607,Control (Never-Treated Routes),197.02100000000002,208,208,1,10000,1,0,0,0,10.93970539206186,21.5625117727127,0.9325622801530048,254,12715,71.63193079040504,9108
10397-15624,Control (Never-Treated Routes),210.73538054538187,250,250,2,5204.169056267038,1,1,60.10368883792049,0,11.054067284403276,19.54405378618655,1.4330492721851111,665,61779,67.75117758461613,41856
10397-15919,Control (Never-Treated Routes),397.7887974308796,589,589,2,7056.284199768255,1,0,0,0,13.044737394966008,21.622381589781327,1.81886149275143,619,31160,77.53209242618742,24159
10408-10397,Control (Never-Treated Routes),279.989674796748,765,765,1,10000,1,0,0,0,17.627205161737077,23.693173725825627,1.7810975175961505,159,11420,77.37302977232925,8836
10408-11433,Control (Never-Treated Routes),324.3483333333333,296,296,1,10000,1,0,0,0,7.418336487327238,10.84853643622997,2.2395417648602733,290,14498,84.69444061249828,12279
10408-13487,Control (Never-Treated Routes),271.49659574468086,236,236,1,10000,1,0,0,0,8.013523427979475,15.486943401124343,1.8811433719460608,295,14742,81.29154795821462,11984
10408-13930,Control (Never-Treated Routes),243.25,160,160,1,10000,1,0,0,0,20.200081082961383,27.660238732593196,6.125453671522379,338,16900,73.96449704142012,12500
10423-10397,Treated (Future Entry Routes),217.6145057933862,813,813,3,6385.520892234134,1,1,77.7942690698602,2,9.836316369118085,14.775392055909117,0.5388614927514299,782,125199,86.10372287318589,107801
10423-10693,Control (Never-Treated Routes),207.1135108153078,756,756,1,10000,1,0,0,1,13.06966396575195,29.495118200538982,0.5388614927514299,171,24294,90.87017370544167,22076
10423-10721,Control (Never-Treated Routes),236.4566666666667,1698,1698,1,10000,0,0,0,1,16.090203821137536,20.712551704723854,2.736663690553628,90,9100,83.75824175824175,7622
10423-10821,Control (Never-Treated Routes),250.60504723346827,1342,1342,1,10000,1,0,0,1,8.40098979275727,14.857778582838016,0.5388614927514299,201,30389,90.01941491987232,27356
10423-11057,Treated (Future Entry Routes),305.90715555662774,1032,1032,2,5893.976408536611,1,1,28.857904449456633,0,10.321880266889464,16.67633226026047,1.4822577191665247,315,27987,87.1297388073034,24385
10423-11259,Control (Never-Treated Routes),154.0431466302367,189,189,1,10000,1,0,0,1,12.483225774156708,26.81798609853422,1.3670188426479104,958,132206,77.13795137890868,101981
10423-11278,Control (Never-Treated Routes),261.0772037914691,1315,1315,1,10000,0,0,0,1,2.125444442585053,1.4249427619424964,0.5388614927514299,91,15573,86.76555576960124,13512
10423-11298,Control (Never-Treated Routes),150.59238859180036,190,190,1,10000,1,1,100,0,10.246039956665971,14.056312948428273,4.836382153908454,1187,165432,89.04625465448039,147311
10423-11433,Treated (Future Entry Routes),334.7968858131488,1149,1149,1,10000,1,0,0,0,14.272091743102422,14.071552020923544,3.0812343741073627,230,17476,85.97505149919891,15025
10423-11540,Control (Never-Treated Routes),185.91688264058675,528,528,1,10000,1,0,0,1,13.768338362587409,26.821768158767888,0.9404679184542412,248,33036,66.90277273277636,22102
10423-11618,Control (Never-Treated Routes),229.04017304297383,1504,1504,2,5013.905130448142,1,1,52.63677174288392,1,16.464168218808833,24.834033671033406,1.1070433109332483,175,24780,81.80387409200969,20271
10423-11697,Control (Never-Treated Routes),188.73040229885058,1105,1105,1,10000,0,0,0,1,15.015554332694943,32.19417353117326,0.5388614927514299,91,13007,95.50242177289152,12422
10423-12191,Control (Never-Treated Routes),167.34461685823754,148,148,1,10000,1,0,0,1,12.212168089308701,25.87850401550375,1.0721948260847631,381,53293,81.69928508434504,43540
10423-12206,Control (Never-Treated Routes),145.63974358974366,273,273,1,10000,1,0,0,1,15.540996282049939,30.77276884889902,0.5388614927514299,92,11659,65.61454670211853,7650
10423-12264,Treated (Future Entry Routes),344.4545320584815,1297,1297,2,7151.320870418517,1,1,17.2027373823781,0,8.49030715942463,12.633486709155681,2.1872131411030784,179,13556,86.23487754499853,11690
10423-12266,Control (Never-Treated Routes),163.1921764778518,140,140,3,5433.170346205045,1,1,69.92304970811958,0,10.23754091456017,17.28329661596768,1.0644856714636508,779,77841,87.14687632481596,67836
10423-12478,Control (Never-Treated Routes),189.04407968362952,1521,1521,3,3670.1550800729306,0,2,51.68274094557227,1,8.232281219938136,16.003100111838975,1.8975571449253432,363,55336,80.38347549515686,44481
10423-12889,Treated (Future Entry Routes),207.8716124031009,1090,1090,1,10000,1,0,0,1,11.85087559506247,21.353768384718297,0.5388614927514299,281,42703,83.40163454558228,35615
10423-12892,Control (Never-Treated Routes),242.8382306697488,1242,1242,3,4188.545769041373,0,1,56.02476421128034,1,16.314426529226168,29.430392050198723,0.7167974358119281,562,68822,85.19514108860538,58633
10423-12896,Control (Never-Treated Routes),144.6532712765958,341,341,1,10000,1,0,0,1,6.506751307762888,16.47870620280271,0.53886149275143,93,12795,67.79210629152013,8674
10423-13204,Treated (Future Entry Routes),159.86520347523424,994,994,2,5284.3459583585945,0,0,0,2,13.477047006687618,22.674942761942496,0.5388614927514299,240,34946,87.3805299605105,30536
10423-13232,Control (Never-Treated Routes),223.01547131147532,972,972,1,10000,1,0,0,1,11.556985874126486,24.590965927965662,0.5388614927514299,259,37025,86.30384875084403,31954
10423-13244,Control (Never-Treated Routes),275.89751600211247,559,559,2,6124.834888496349,0,0,0,0,8.539488731629342,11.433684020683756,3.316639270529208,71,3576,75.64317673378076,2705
10423-13487,Treated (Future Entry Routes),336.67901273885343,1042,1042,1,10000,1,0,0,0,12.47662111978913,18.17263038634245,1.3935623474522847,232,17630,83.47702779353375,14717
10423-13495,Treated (Future Entry Routes),183.19896875000006,444,444,1,10000,0,0,0,1,12.407061130981404,23.45884106702724,0.5388614927514299,59,8437,76.6504681758919,6467
10423-13796,Control (Never-Treated Routes),210.44578378378387,1497,1497,1,10000,1,0,0,1,19.72180507120375,39.05935136409303,0.53886149275143,94,13276,85.33443808376016,11329
10423-13930,Treated (Future Entry Routes),246.95640271770682,978,978,3,7967.93766572995,0,1,88.84261175496688,0,7.999485723884401,11.196354146257107,1.0764959013535806,370,46010,84.01651814822864,38656
10423-14100,Treated (Future Entry Routes),263.69720588235293,1430,1430,1,10000,1,1,100,0,11.109022662118331,11.537302312504293,0.5388614927514299,89,8811,83.2595619112473,7336
10423-14107,Treated (Future Entry Routes),220.20243146876538,872,872,3,4462.5243585724475,0,1,12.851651231871397,1,11.240080744160249,19.542584464107325,1.232342768756978,717,81467,84.29916407870671,68676
10423-14679,Treated (Future Entry Routes),223.78583006535965,1164,1164,1,10000,0,0,0,1,13.580932774477882,25.020448379920023,0.5388614927514299,178,27764,80.45310473995102,22337
10423-14747,Treated (Future Entry Routes),225.2662386980109,1770,1770,1,10000,0,1,100,0,5.23664845596298,9.033638414116407,0.5388614927514299,92,15929,86.42727101512963,13767
10423-14831,Treated (Future Entry Routes),240.38018181818157,1476,1476,1,10000,1,0,0,1,18.643638823054886,36.754284079307766,0.5388614927514299,167,23803,82.35096416418098,19602
10423-14869,Treated (Future Entry Routes),300.868983641671,1086,1086,2,6350.857384373866,1,1,24.01098901098901,0,6.131174686999509,6.392082834345725,1.427750381640319,224,19116,85.68738229755178,16380
10423-15304,Treated (Future Entry Routes),223.0141853035143,928,928,1,10000,0,0,0,1,15.883095393784396,26.156125557641417,0.53886149275143,93,13245,75.1679879199698,9956
10431-10397,Control (Never-Treated Routes),221.26277440597244,164,164,3,4812.71575517295,1,1,24.681087077093732,0,13.616458778882993,22.110534406277253,1.3275050258744583,634,38818,83.60554381987738,32454
10431-11057,Control (Never-Treated Routes),142.77333333333334,91,91,1,10000,1,0,0,0,13.05072685299678,25.273455693182882,4.3556553858812,128,10112,68.70055379746836,6947
10431-11433,Control (Never-Treated Routes),196.01689218805234,469,469,2,5892.154191033358,1,0,0,0,4.596747006687618,5.478276095275829,1.8721948260847634,74,3700,76.45945945945945,2829
10431-11618,Control (Never-Treated Routes),212.0568604651163,583,583,1,10000,1,0,0,0,22.46405211524445,36.65163497139333,8.316639270529206,83,4150,69.855421686747,2899
10431-13930,Control (Never-Treated Routes),189.41658064516128,536,536,1,10000,0,0,0,0,16.920746193679488,24.223045742972303,1.927750381640319,143,7150,87.87412587412588,6283
10434-10397,Control (Never-Treated Routes),235.21405405405403,714,714,1,10000,1,0,0,0,8.738236145264398,14.908088829358224,0.5388614927514299,89,6566,83.71915930551324,5497
